PLAYER,Team,Pos,GP,SHOT ATTEMPTS,G,A,PTS,PPG,GWG,SHG,ENG,PEN MIN,BLOCKS
Ryan Manzella,Michigan Tech,G,15,0,0,0,0,0,0,0,0,0,0
Derek Mullahy,Michigan Tech,G,21,0,0,0,0,0,0,0,0,0,0
Jack Works,Michigan Tech,F,31,123,5,10,15,1,0,0,0,20,21
Ryder Matter,Michigan Tech,F,19,37,2,1,3,0,0,0,0,4,10
Quinn Disher,Michigan Tech,F,1,0,0,0,0,0,0,0,0,0,0
Tom Leppa,Michigan Tech,F,16,30,2,3,5,0,1,0,0,6,5
Max Vayrynen,Michigan Tech,G,4,0,0,0,0,0,0,0,0,0,0
Jesse Tucker,Northern Michigan,F,34,81,3,5,8,1,0,0,0,26,14
Jakob Peterson,Northern Michigan,D,29,67,2,4,6,0,0,0,0,12,25
Zach Michaelis,Northern Michigan,F,27,50,1,2,3,0,0,0,0,0,10
Ryan Ouellette,Northern Michigan,G,32,1,0,1,1,0,0,0,0,0,0
Tanner Latsch,Northern Michigan,F,22,106,5,2,7,1,0,0,0,6,26
Nick Ardanaz,Northern Michigan,D,26,63,0,3,3,0,0,0,0,6,17
Danny Ciccarello,Northern Michigan,F,33,60,1,4,5,0,0,0,0,12,12
Matthew Romer,Northern Michigan,F,22,49,5,3,8,1,0,0,1,4,5
Brendan Poshak,Northern Michigan,F,23,47,1,1,2,0,0,0,0,4,13
Tynan Ewart,Northern Michigan,D,34,83,1,10,11,0,0,0,0,4,27
Wolfgang Govedaris,Northern Michigan,D,30,83,0,0,0,0,0,0,0,20,24
Grayden Daul,Northern Michigan,D,28,32,0,1,1,0,0,0,0,16,10
Rasmus Larsson,Northern Michigan,D,28,68,3,0,3,0,0,0,0,14,17
Billy Renfrew,Northern Michigan,F,31,31,1,2,3,0,0,0,0,2,6
Jakub Altrichter,Northern Michigan,F,32,133,3,16,19,0,1,0,0,4,26
Grayden Slipec,Northern Michigan,F,32,144,10,9,19,6,2,0,0,14,28
Ryan Duguay,Northern Michigan,F,24,47,6,2,8,3,1,0,0,4,13
Anthony Cliche,Northern Michigan,D,34,82,4,5,9,0,0,0,0,14,24
Colby Browne,Northern Michigan,F,19,36,0,1,1,0,0,0,0,6,6
Aidyn Hutchinson,Northern Michigan,F,29,64,4,6,10,0,0,0,0,16,9
Trevor Mitchell,Northern Michigan,D,14,25,0,1,1,0,0,0,0,6,12
Medrick Bolduc,Northern Michigan,F,26,49,2,3,5,0,1,0,0,34,13
Will Diamond,Northern Michigan,D,20,24,1,0,1,0,0,0,0,21,7
Ethan Barwick,Northern Michigan,G,6,0,0,0,0,0,0,0,0,0,0
Joe Schiller,Northern Michigan,D,10,20,0,3,3,0,0,0,0,4,1
Matt Argentina,Northern Michigan,F,16,37,2,2,4,1,0,0,0,10,9
Julian Molinaro,Northern Michigan,G,1,0,0,0,0,0,0,0,0,0,0
Matt Koethe,Alaska,F,32,117,5,8,13,1,1,0,0,14,19
Luke LaMaster,Alaska,D,27,48,0,6,6,0,0,0,0,10,15
Matt Rickard,Alaska,D,25,63,4,2,6,0,0,0,1,18,17
Matt Hubbarde,Alaska,F,30,108,13,10,23,1,1,0,1,25,24
Kyle Gaffney,Alaska,F,32,101,6,14,20,3,0,0,1,6,24
Lassi Lehti,Alaska,G,13,0,0,0,0,0,0,0,0,0,0
Chase Dafoe,Alaska,F,32,90,11,6,17,5,1,1,0,39,13
Braden Birnie,Alaska,F,32,91,4,3,7,1,0,0,0,12,20
Cade Ahrenholz,Alaska,F,23,37,3,1,4,0,2,0,0,41,4
Luke  Johnson,Alaska,F,15,38,2,2,4,0,0,0,0,4,11
Broten Sabo,Alaska,D,32,126,8,13,21,2,4,0,0,31,32
William Lawson-Body,Alaska,F,31,72,2,3,5,1,0,0,0,2,8
Adam Cardona,Alaska,D,31,74,0,5,5,0,0,0,0,32,23
Carson Reed,Alaska,D,30,68,1,1,2,0,1,0,0,10,14
Haden Kruse,Alaska,F,15,52,3,3,6,0,0,0,0,2,7
Fyodor Nikolayenya,Alaska,F,27,39,1,2,3,0,0,0,0,20,3
Brendan Ross,Alaska,F,31,91,3,11,14,0,0,0,0,10,17
Caelum Dick,Alaska,D,25,52,1,7,8,0,1,0,0,10,20
Peyton Platter,Alaska,F,32,93,2,11,13,0,0,1,1,24,15
Nathan Rickey,Alaska,D,24,63,1,3,4,0,1,0,0,6,23
Anton Rubtsov,Alaska,F,13,47,3,1,4,0,0,0,0,8,12
Brayden Nicholetts,Alaska,F,16,20,0,0,0,0,0,0,0,11,4
Nicholas Grabko,Alaska,G,20,0,0,0,0,0,0,0,0,4,0
Will Hilfiker,Alaska,D,11,13,0,0,0,0,0,0,0,15,9
Noah Barlage,Alaska,D,14,12,0,2,2,0,0,0,0,2,5
Dean Spak,Alaska,F,3,1,0,0,0,0,0,0,0,0,0
Cole Plowman,Alaska,G,1,0,0,0,0,0,0,0,0,0,0
Trenton Penner,Alaska,F,10,10,0,1,1,0,0,0,0,4,3
Matteo Pecchia,Alaska,F,6,7,0,0,0,0,0,0,0,6,2
Ethan Gauer,St. Thomas,D,37,40,2,9,11,0,0,0,1,26,9
Chase Foley,St. Thomas,D,36,136,3,19,22,1,1,0,0,16,38
Ray Christy,St. Thomas,F,21,17,0,0,0,0,0,0,0,8,6
Matthew Gleason,St. Thomas,F,34,106,10,11,21,4,2,1,1,43,18
Jake Sibell,St. Thomas,G,19,1,0,0,0,0,0,0,0,0,0
Liam Malmquist,St. Thomas,F,37,213,19,25,44,5,3,4,2,8,41
Grant Docter,St. Thomas,D,24,34,2,1,3,0,1,0,0,4,13
Ryan O'Neill,St. Thomas,F,37,118,6,14,20,3,0,0,0,20,23
Lucas Wahlin,St. Thomas,F,37,210,17,23,40,3,4,2,1,50,17
Jake Braccini,St. Thomas,F,36,148,9,10,19,2,1,0,0,16,36
Luc Laylin,St. Thomas,F,37,77,4,6,10,1,2,1,0,18,11
Quinton Pepper,St. Thomas,F,32,46,1,1,2,0,1,0,0,4,5
Aaron Trotter,St. Thomas,G,20,0,0,1,1,0,0,0,0,0,0
Caige Sterzer,St. Thomas,F,37,68,6,8,14,0,0,0,0,33,9
Cooper Gay,St. Thomas,F,34,231,19,11,30,7,1,1,2,14,37
Tobias Abrahamsson,St. Thomas,D,18,11,0,0,0,0,0,0,0,17,4
Cole Miller,St. Thomas,D,30,52,1,2,3,0,0,0,1,10,14
Mason Poolman,St. Thomas,D,37,76,4,7,11,0,1,0,0,13,20
Chase Cheslock,St. Thomas,D,37,112,1,13,14,0,0,0,0,22,28
Ethan Elias,St. Thomas,D,27,34,0,5,5,0,0,0,0,2,7
Casy Laylin,St. Thomas,F,37,100,4,7,11,0,2,0,0,8,23
Carson Peters,St. Thomas,D,21,29,0,2,2,0,0,0,0,6,10
Jake Ratzlaff,St. Thomas,D,9,6,0,0,0,0,0,0,0,11,1
Ryder Donovan,St. Thomas,F,23,41,0,2,2,0,0,0,0,24,13
J.D. Metz,St. Thomas,F,7,8,0,1,1,0,0,0,0,2,0
Nick Mikan,St. Thomas,F,5,3,0,0,0,0,0,0,0,2,0
Alexander Tell,St. Thomas,F,10,14,1,2,3,0,0,0,0,4,0
Connor Marritt,Alaska Anchorage,F,28,41,2,2,4,0,1,0,0,4,4
Jarred White,Alaska Anchorage,F,32,68,3,5,8,0,0,0,0,17,16
Porter Schachle ,Alaska Anchorage,F,21,71,4,1,5,0,0,1,1,20,13
Will Schimek,Alaska Anchorage,D,32,65,1,2,3,0,0,0,0,27,17
Davis Goukler,Alaska Anchorage,D,22,38,1,2,3,0,0,0,0,4,10
Conor Cole,Alaska Anchorage,F,28,70,4,13,17,3,0,0,0,12,19
Maximilion Helgeson,Alaska Anchorage,F,34,115,8,11,19,1,1,0,0,16,17
Dylan Finlay,Alaska Anchorage,D,28,67,4,6,10,2,1,0,0,8,28
Gunnar VanDamme,Alaska Anchorage,D,34,65,2,4,6,0,1,0,0,12,20
Ben Anderson,Alaska Anchorage,F,21,24,1,2,3,0,0,0,1,41,3
Aiden Westin,Alaska Anchorage,F,27,45,2,3,5,2,0,0,0,6,6
Greg Orosz,Alaska Anchorage,G,20,0,0,0,0,0,0,0,0,0,0
Karter McNarland,Alaska Anchorage,F,22,30,2,4,6,0,0,0,0,4,5
Ethan Warrener,Alaska Anchorage,D,17,26,1,1,2,0,0,0,0,6,7
Pavol Funtek,Alaska Anchorage,D,17,10,1,1,2,0,0,0,0,6,3
Dylan Contreras,Alaska Anchorage,F,29,48,8,4,12,0,1,0,3,6,8
Nolan Gagnon,Alaska Anchorage,D,20,48,0,2,2,0,0,0,0,4,17
Adam Parsons,Alaska Anchorage,F,21,44,1,2,3,0,0,0,0,2,8
Dimitry Kebreau,Alaska Anchorage,F,31,95,8,15,23,2,1,0,0,15,13
Tyler Krivtsov,Alaska Anchorage,G,18,0,0,0,0,0,0,0,0,0,0
Bryant Marks,Alaska Anchorage,G,3,0,0,0,0,0,0,0,0,0,0
Ryan Johnson,Alaska Anchorage,F,33,199,11,14,25,7,0,0,1,6,44
Tanner Edwards,Alaska Anchorage,F,31,34,3,5,8,0,0,0,0,58,8
Brandon Lajoie,Alaska Anchorage,F,11,16,1,1,2,0,0,0,0,0,4
Logan Acheson,Alaska Anchorage,D,25,54,1,4,5,0,0,0,0,4,22
Joey Potter,Alaska Anchorage,D,18,67,2,3,5,0,0,0,0,12,16
JP Steele,Alaska Anchorage,D,17,20,0,2,2,0,0,0,0,12,5
Matt Johnson,Alaska Anchorage,F,25,57,4,5,9,0,0,0,0,10,15
Alex Gomez,Alaska Anchorage,F,16,17,0,5,5,0,0,0,0,2,5
Kristof Papp,Lindenwood,F,29,100,4,7,11,2,2,0,0,2,23
Artyom Borshyov,Lindenwood,D,32,75,2,2,4,0,0,0,0,14,21
Alexander Lundman,Lindenwood,F,17,35,2,1,3,0,1,0,0,6,6
Aiden Yakimchuk,Lindenwood,D,32,74,0,1,1,0,0,0,0,4,29
Drew Kuzma,Lindenwood,F,32,55,2,4,6,0,0,0,0,19,6
Mitch Allard,Lindenwood,F,32,58,1,4,5,0,0,0,1,33,12
David Gagnon,Lindenwood,F,32,150,11,17,28,3,1,2,1,23,29
Jack Anderson,Lindenwood,D,32,106,1,9,10,1,0,0,0,14,33
Joe Prouty,Lindenwood,D,32,91,1,3,4,0,0,0,0,24,28
Owen Bartoszkiewicz,Lindenwood,G,29,0,0,0,0,0,0,0,0,4,0
John Evans,Lindenwood,F,28,68,4,8,12,0,1,0,0,6,17
Jaeden Mercier,Lindenwood,F,29,83,8,3,11,3,0,0,0,4,17
Ethan Zielke,Lindenwood,F,30,71,4,3,7,0,0,0,0,12,13
Jake Southgate,Lindenwood,F,29,100,5,7,12,0,0,0,0,10,18
Noah Houle,Lindenwood,D,32,138,4,12,16,0,0,0,0,26,54
Brady Yakesh,Lindenwood,D,26,56,0,5,5,0,0,0,0,16,30
Ty Hipkin,Lindenwood,F,28,79,4,3,7,1,1,0,0,14,11
Jacob Vockler,Lindenwood,F,19,32,0,1,1,0,0,0,0,4,7
Tyler Loughman,Lindenwood,F,27,44,4,6,10,0,1,0,0,4,5
Brody Mortensen,Lindenwood,D,24,43,3,2,5,0,0,0,0,10,12
Coltan Wilkie,Lindenwood,D,6,10,0,1,1,0,0,0,0,0,1
Patrick Schmiedlin,Lindenwood,F,14,34,5,4,9,1,1,0,0,4,6
Ryan Forberg,Lindenwood,F,9,11,0,2,2,0,0,0,0,2,1
Shawn Ramsey,Lindenwood,D,18,33,0,0,0,0,0,0,0,10,13
Henry Graham,Lindenwood,G,2,0,0,0,0,0,0,0,0,0,0
Thomas Jarman,Lindenwood,D,7,5,0,2,2,0,0,0,0,2,3
Henri Schreifels,Stonehill,F,32,122,5,11,16,2,1,1,0,25,31
Devlin O'Brien,Stonehill,F,32,80,2,3,5,0,1,0,0,37,22
Jake Cady,Stonehill,F,19,32,0,3,3,0,0,0,0,23,6
Kyle Heath,Stonehill,F,21,20,2,4,6,0,0,0,0,2,4
Teddy Lagerback,Stonehill,F,18,79,5,4,9,0,1,0,0,4,7
Evan Orr,Stonehill,D,33,142,8,6,14,4,5,0,0,18,44
Dean Schwenninger,Stonehill,F,16,23,0,2,2,0,0,0,0,10,2
Frank Ireland,Stonehill,F,33,102,6,4,10,1,0,0,0,26,18
Brady Hunter,Stonehill,F,26,52,3,5,8,2,0,0,0,8,15
Cameron GaudetteÂ ,Stonehill,D,32,55,1,3,4,0,0,0,0,21,20
Devon Carlstrom,Stonehill,D,16,28,0,0,0,0,0,0,0,2,13
Conor Ronayne,Stonehill,F,8,9,1,0,1,0,0,0,0,0,3
Anthony Galante,Stonehill,F,30,135,12,9,21,4,2,0,2,37,30
Dominick Campione,Stonehill,D,30,79,3,10,13,1,0,0,0,30,26
Justin Gibson,Stonehill,D,31,68,1,5,6,0,0,0,0,0,20
JJ Grainda,Stonehill,F,28,62,3,6,9,0,0,0,0,15,6
Leo Chambers,Stonehill,F,32,54,2,4,6,0,0,0,0,10,10
Joel Lehtinen,Stonehill,F,26,44,2,4,6,1,0,0,0,12,7
Linards Lipskis,Stonehill,G,7,0,0,0,0,0,0,0,0,0,0
Connor Androlewicz,Stonehill,G,28,1,0,0,0,0,0,0,0,0,0
Cam Mannion,Stonehill,D,18,17,0,1,1,0,0,0,0,2,5
Charlie Banquier,Stonehill,D,30,79,1,5,6,0,0,0,1,26,27
Hunter Hastings,Stonehill,F,16,21,1,1,2,0,0,0,0,4,4
Cole Melady,Stonehill,F,28,41,1,3,4,0,0,0,0,14,9
Zach Aben,Stonehill,F,29,81,4,4,8,0,0,1,1,10,10
Zach Nicolas,Stonehill,F,19,21,2,5,7,0,1,0,0,2,3
Ryan Davies,Stonehill,D,6,6,0,0,0,0,0,0,0,2,4
Justin Barker,Stonehill,F,2,2,0,0,0,0,0,0,0,2,0
Riley Rosenthal,Stonehill,D,3,5,0,0,0,0,0,0,0,0,4
Gavin Gulash,Robert Morris,F,33,79,5,2,7,0,0,1,2,33,17
Mitch Deelstra,Robert Morris,F,35,135,12,5,17,9,2,0,0,34,22
Cody Monds,Robert Morris,F,33,57,3,5,8,0,0,0,0,2,10
Trevor Ledonne,Robert Morris,D,23,44,3,2,5,0,0,0,0,22,15
Michael Craig,Robert Morris,D,34,106,5,19,24,1,0,0,1,6,30
Gabriel Lunn,Robert Morris,D,29,88,0,7,7,0,0,0,0,10,24
George Krotiris,Robert Morris,F,32,95,4,6,10,2,0,0,0,20,18
Tanner Klimpke,Robert Morris,F,26,100,10,13,23,2,1,1,0,6,11
McKay Hayes,Robert Morris,F,33,101,4,6,10,0,1,0,1,11,21
Cameron Garvey,Robert Morris,F,34,138,7,15,22,3,0,0,0,6,24
Walter Zacher,Robert Morris,F,35,203,15,9,24,3,2,0,3,21,46
Luke van Why,Robert Morris,D,31,103,2,12,14,1,0,0,0,12,30
Croix Kochendorfer,Robert Morris,G,23,0,0,1,1,0,0,0,0,2,0
Dominic Elliott,Robert Morris,D,35,123,6,13,19,2,1,0,0,18,40
J.R. Ashmead,Robert Morris,D,33,78,0,2,2,0,0,0,0,14,26
Connor Gourley,Robert Morris,F,23,26,1,0,1,0,0,0,0,20,6
Patrick Johnson,Robert Morris,F,34,70,3,5,8,0,0,0,1,24,11
Braden Rourke,Robert Morris,F,30,102,2,2,4,0,0,0,0,36,23
Trent Wilson,Robert Morris,F,35,98,5,13,18,0,2,0,1,18,20
Michael Felsing,Robert Morris,F,34,66,7,15,22,2,0,0,0,2,20
Tom Gangl,Robert Morris,D,4,6,0,1,1,0,0,0,0,0,2
Dawson Smith,Robert Morris,G,5,0,0,0,0,0,0,0,0,0,0
Thomas Haynes,Robert Morris,D,13,17,0,3,3,0,0,0,0,0,5
Dylan Meilun,Robert Morris,G,12,0,0,0,0,0,0,0,0,0,0
Adam O'Marra,Robert Morris,F,13,31,0,1,1,0,0,0,0,0,8
Eric DeDobbelaer,Robert Morris,F,5,0,0,0,0,0,0,0,0,0,0
Greg Japchen,Robert Morris,D,25,90,1,6,7,0,1,0,0,10,38
Lee Chaing,Robert Morris,F,3,2,0,0,0,0,0,0,0,0,0
Josh Nixon,Union,F,36,123,14,9,23,5,2,0,0,20,18
Cullen Ferguson,Union,D,36,154,4,12,16,0,0,0,0,39,47
Caden Villegas,Union,F,36,117,7,22,29,3,1,0,0,16,30
Josh Phillips,Union,D,18,21,0,1,1,0,0,0,0,2,6
Ethan Benz,Union,F,13,28,1,1,2,0,1,0,0,0,5
Nate Hanley,Union,F,35,139,10,18,28,0,1,0,1,4,30
John Prokop,Union,D,36,191,8,19,27,3,2,0,0,20,54
Nick Young,Union,D,36,105,2,8,10,0,0,0,0,18,32
Brandon Buhr,Union,F,36,141,19,9,28,4,5,0,4,25,23
Parker Lindauer,Union,F,34,92,3,11,14,0,1,1,0,10,12
Kyle Chauvette,Union,G,35,0,0,0,0,0,0,0,0,0,0
Colby MacArthur,Union,F,36,81,7,22,29,5,0,0,0,18,11
DJ Hart,Union,D,32,101,3,5,8,0,0,0,0,33,36
Joseph Messina,Union,D,25,39,1,3,4,0,0,0,0,4,12
David CÃ´tÃ©,Union,D,10,6,0,0,0,0,0,0,0,2,3
Lucas Buzziol,Union,F,29,65,5,8,13,0,1,0,0,14,12
Ben Muthersbaugh,Union,F,36,206,13,15,28,5,2,0,0,31,45
Drew Sutton,Union,F,35,46,3,3,6,2,1,0,0,2,9
Riley Brueck,Union,F,33,48,3,7,10,0,0,0,0,6,8
Connor Smith,Union,F,22,27,1,0,1,0,0,0,0,6,7
Cal Mell,Union,D,24,16,0,1,1,0,0,0,0,6,7
Brendan Miles,Union,D,29,56,0,7,7,0,0,0,0,10,13
Jacob Jeannette,Union,F,29,50,2,3,5,0,1,0,1,12,9
Carter Korpi,Union,F,18,49,6,2,8,0,1,2,2,8,10
Joe Sharib,Union,G,3,0,0,0,0,0,0,0,0,0,0
Lucas Massie,Union,G,2,0,0,0,0,0,0,0,0,0,0
Thomas Richter,Union,F,7,2,0,1,1,0,0,0,0,0,0
Lukas Sillinger,Arizona State,F,34,91,8,29,37,1,0,0,0,12,18
Artem Shlaine,Arizona State,F,30,107,16,21,37,3,2,2,1,16,14
Noah Beck,Arizona State,D,36,146,5,27,32,4,0,0,0,28,47
Ty Jackson,Arizona State,F,34,89,8,16,24,3,2,0,0,18,13
Luke Pavicich,Arizona State,G,22,0,0,0,0,0,0,0,0,0,0
Ty Murchison,Arizona State,D,36,84,0,4,4,0,0,0,0,48,30
Ethan Szmagaj,Arizona State,D,27,28,1,4,5,0,1,1,0,0,4
Ryan Kirwan,Arizona State,F,36,262,25,13,38,7,5,0,2,6,37
Tucker Ness,Arizona State,D,19,23,0,2,2,0,0,0,0,6,6
Ryan Alexander,Arizona State,F,30,64,3,5,8,0,0,0,0,6,14
Cruz Lucius,Arizona State,F,18,68,2,8,10,1,0,0,0,14,13
Bennett Schimek,Arizona State,F,34,133,15,22,37,3,2,3,1,4,23
Kyle Smolen,Arizona State,F,35,102,12,18,30,5,1,1,1,22,14
Cole Gordon,Arizona State,F,33,30,3,2,5,0,0,0,0,2,1
Tony Achille,Arizona State,F,15,12,0,0,0,0,0,0,0,2,2
Anthony  Dowd,Arizona State,D,36,78,2,11,13,1,1,0,0,10,30
Joel Kjellberg,Arizona State,D,32,57,0,10,10,0,0,0,0,12,20
Cullen Potter,Arizona State,F,34,218,13,9,22,2,1,0,0,6,47
Sam Court,Arizona State,D,35,110,3,8,11,1,1,0,1,14,28
Brasen Boser,Arizona State,D,36,106,2,5,7,0,1,0,0,8,25
Charlie Schoen,Arizona State,F,16,48,4,5,9,0,0,0,0,4,10
David Hymovitch,Arizona State,F,21,23,2,3,5,0,1,0,0,0,3
Gibson Homer,Arizona State,G,16,1,0,0,0,0,0,0,0,0,0
Benji Eckerle,Arizona State,F,24,42,3,4,7,0,1,0,1,12,5
Dylan Jackson,Arizona State,F,24,75,7,9,16,0,2,0,0,10,18
Cole Helm,Arizona State,F,3,2,0,1,1,0,0,0,0,2,1
Brady Ziemer,Augustana,D,35,72,0,4,4,0,0,0,0,16,20
Luke Mobley,Augustana,F,34,117,13,7,20,5,2,1,1,14,22
Evan McIntyre,Augustana,D,35,86,1,10,11,0,0,0,0,24,28
Payton Matsui,Augustana,F,34,134,8,13,21,0,2,0,2,2,26
Simon Falk,Augustana,F,31,64,5,11,16,0,0,0,0,2,6
Quinn Rudrud,Augustana,F,31,86,6,3,9,0,1,0,0,27,14
Colton Friesen,Augustana,F,32,77,7,10,17,1,0,0,0,6,18
Owen Baumgartner,Augustana,D,21,106,2,9,11,0,1,0,0,21,36
Hayden Hennen,Augustana,D,34,131,3,12,15,2,2,0,0,29,32
Hunter Bischoff,Augustana,F,35,117,10,13,23,1,1,0,1,14,14
Will Howard,Augustana,F,18,40,1,2,3,0,0,0,0,6,7
Will Svenddal,Augustana,D,33,38,1,7,8,0,0,0,0,8,16
Josh Kotai,Augustana,G,31,0,0,1,1,0,0,0,0,2,0
Brett Meerman,Augustana,F,35,128,7,16,23,2,0,0,1,2,14
Jeff Hutchinson,Augustana,D,22,37,0,0,0,0,0,0,0,6,15
Easton Young,Augustana,D,33,85,3,10,13,0,1,0,1,25,26
Joey DelGreco,Augustana,F,35,97,7,8,15,4,2,1,0,20,18
Tyler Hennen,Augustana,F,28,71,6,7,13,1,1,0,0,21,8
Garett Drotts,Augustana,F,20,20,1,6,7,0,1,0,0,8,0
Nace Langus,Augustana,F,29,69,6,10,16,2,3,0,0,8,8
Uula Ruikka,Augustana,D,24,116,2,6,8,0,0,0,0,12,37
Callum Gau,Augustana,F,23,37,1,1,2,0,1,0,0,19,5
Christian Manz,Augustana,G,5,0,0,0,0,0,0,0,0,0,0
Owen  Bohn,Augustana,F,23,65,6,6,12,0,0,0,1,8,11
Ben Troumbly,Augustana,F,11,15,1,1,2,0,0,0,0,2,1
Carter Theissen,Augustana,D,6,6,0,0,0,0,0,0,0,0,2
Timmy Delay,Boston College,F,1,0,0,0,0,0,0,0,0,0,0
Max Lacroix,Boston University,G,4,0,0,0,0,0,0,0,0,0,0
Jack Gorton,Boston University,F,3,0,0,0,0,0,0,0,0,0,0
Parker Murray,Cornell,F,3,2,0,0,0,0,0,0,0,2,0
Remington Keopple,Cornell,G,5,0,0,1,1,0,0,0,0,0,0
Marian Mosko,Cornell,D,2,1,0,0,0,0,0,0,0,0,0
Austin Salani,Dartmouth,F,1,0,0,0,0,0,0,0,0,2,0
Jordan Hughesman,Merrimack,F,2,0,0,0,0,0,0,0,0,0,0
Zach Hahn,New Hampshire,D,1,0,0,0,0,0,0,0,0,0,0
Jason Marsella,Yale,D,2,3,0,0,0,0,0,0,0,0,1
James Norton,Massachusetts,G,1,0,0,0,0,0,0,0,0,0,0
Hunter McCurdy,AIC,D,1,1,0,0,0,0,0,0,0,0,1
Malachi Klassen,Holy Cross,G,1,0,0,0,0,0,0,0,0,0,0
Anton Castro,Wisconsin,G,1,0,0,0,0,0,0,0,0,0,0
Alec Whipple,Denver,D,4,1,0,0,0,0,0,0,0,0,1
Brian Silver,Miami,F,1,0,0,0,0,0,0,0,0,15,0
Ocean Wallace,St. Cloud State,F,2,2,0,0,0,0,0,0,0,4,1
Ean Somoza,Western Michigan,F,1,1,0,0,0,0,0,0,0,0,0
Zach Bade,Western Michigan,F,2,1,0,0,0,0,0,0,0,2,0
Daniel Duris,LIU,G,4,0,0,0,0,0,0,0,0,0,0
Aaron Grounds,LIU,F,1,0,0,0,0,0,0,0,0,0,0
Xan Gurney,LIU,D,2,4,0,0,0,0,0,0,0,15,0
Grant Riley,Lake Superior,G,1,0,0,0,0,0,0,0,0,0,0
Tyler Bute,Lake Superior,G,1,0,0,0,0,0,0,0,0,0,0
Nick O'Hanisain,Bowling Green,D,3,1,0,0,0,0,0,0,0,0,0
Trent Wiemken,Bemidji State,G,1,0,0,0,0,0,0,0,0,0,0
Martin LundbergÂ ,Ferris State,G,3,0,0,0,0,0,0,0,0,0,0
Oliver Bezick,Michigan Tech,D,3,0,0,0,0,0,0,0,0,0,0
Bryce Monrean,Alaska,F,4,5,0,0,0,0,0,0,0,6,1
Tyler Waram,Alaska,D,1,2,0,0,0,0,0,0,0,0,1
Jase Sofo,St. Thomas,D,2,1,0,0,0,0,0,0,0,4,0
Adam Raesler,Lindenwood,F,7,10,0,0,0,0,0,0,0,4,2
Alexandros Aslanidis,Lindenwood,G,1,0,0,0,0,0,0,0,0,0,0
Jake LaRusso,Stonehill,F,1,0,0,0,0,0,0,0,0,0,0
