PLAYER,GP,G,A,PTS,PPG,GWG,SHG,ENG,SHOT ATTEMPTS,SHOT ON NET,FACEOFF WINS,TOTAL FACEOFF,BLOCKS,PLSMNS,Opponent Score
Tyler Haskins,6,0,0,0,0,0,0,0,4,2,0,0,1,0,9
Matthew Syverson,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2
Eli Pulver,2,0,1,1,0,0,0,0,0,0,0,0,0,0,3
Blais Richartz,18,1,1,2,0,0,0,0,23,16,9,17,4,-4,48
Marcus Pedersen,29,4,4,8,2,0,0,0,55,36,17,35,9,-2,77
Alex Nordstrom,29,7,2,9,1,0,1,0,84,53,4,6,8,1,85
Matthew Campbell,34,6,6,12,3,0,0,0,123,60,0,1,29,7,87
Viktor Hurtig,34,1,4,5,0,0,0,0,68,28,1,1,21,-7,88
Trevor Kukkonen,34,3,7,10,0,0,0,1,91,46,2,4,20,-2,93
Stiven Sardarian,35,11,24,35,2,3,0,0,173,93,1,8,41,3,92
Kasper Vaharautio,36,0,4,4,0,0,0,0,41,16,0,0,16,-7,96
Owen Baker,33,3,2,5,0,1,0,0,73,42,24,49,16,-8,91
Lauri Raiman,34,1,4,5,0,0,0,0,83,41,44,91,19,1,89
Max Koskipirtti,36,7,20,27,2,1,1,1,106,63,336,697,17,-2,96
Isaac Gordon,36,7,19,26,2,2,0,0,200,116,9,15,32,-4,96
Chase Pietila,36,7,15,22,3,1,0,0,155,68,0,0,48,1,96
Nick Williams,34,0,8,8,0,0,0,0,79,39,1,1,24,7,94
Henry Bartle,21,1,2,3,0,0,0,0,20,11,8,13,4,-3,52
Rylan Brown,36,3,15,18,2,1,0,0,117,56,0,0,40,-2,96
Logan Morrell,32,11,10,21,4,4,0,0,110,71,299,509,13,5,88
Elias Jansson,36,12,11,23,6,2,0,2,135,82,2,16,17,0,96
Philip Fankl,22,1,0,1,0,0,0,0,34,23,27,59,8,-4,65
Ryan Manzella,15,0,0,0,0,0,0,0,0,0,0,0,0,0,42
Derek Mullahy,21,0,0,0,0,0,0,0,0,0,0,0,0,0,65
Jack Works,31,5,10,15,1,0,0,0,123,73,66,142,21,2,77
Ryder Matter,19,2,1,3,0,0,0,0,37,16,91,176,10,-2,54
Quinn Disher,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Leppa,16,2,3,5,0,1,0,0,30,17,111,218,5,2,36
Max Vayrynen,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Jesse Tucker,34,3,5,8,1,0,0,0,81,50,327,625,14,-25,115
Jakob Peterson,29,2,4,6,0,0,0,0,67,28,0,0,25,-14,99
Zach Michaelis,27,1,2,3,0,0,0,0,50,37,1,1,10,-13,98
Ryan Ouellette,32,0,1,1,0,0,0,0,1,1,0,0,0,0,105
Tanner Latsch,22,5,2,7,1,0,0,0,106,64,3,4,26,-12,77
Nick Ardanaz,26,0,3,3,0,0,0,0,63,36,0,0,17,-8,85
Danny Ciccarello,33,1,4,5,0,0,0,0,60,33,166,324,12,-10,111
Matthew Romer,22,5,3,8,1,0,0,1,49,35,1,11,5,-8,74
Brendan Poshak,23,1,1,2,0,0,0,0,47,24,3,6,13,-9,81
Tynan Ewart,34,1,10,11,0,0,0,0,83,39,0,0,27,-23,115
Wolfgang Govedaris,30,0,0,0,0,0,0,0,83,41,0,1,24,-9,105
Grayden Daul,28,0,1,1,0,0,0,0,32,12,0,0,10,-5,88
Rasmus Larsson,28,3,0,3,0,0,0,0,68,34,0,0,17,-9,91
Billy Renfrew,31,1,2,3,0,0,0,0,31,17,185,366,6,-10,107
Jakub Altrichter,32,3,16,19,0,1,0,0,133,80,280,532,26,-7,105
Grayden Slipec,32,10,9,19,6,2,0,0,144,84,15,48,28,-15,107
Ryan Duguay,24,6,2,8,3,1,0,0,47,26,1,2,13,-9,84
Anthony Cliche,34,4,5,9,0,0,0,0,82,35,0,0,24,-4,115
Colby Browne,19,0,1,1,0,0,0,0,36,24,2,8,6,-6,64
Aidyn Hutchinson,29,4,6,10,0,0,0,0,64,43,2,4,9,-6,100
Trevor Mitchell,14,0,1,1,0,0,0,0,25,7,0,0,12,-8,49
Medrick Bolduc,26,2,3,5,0,1,0,0,49,24,37,63,13,-13,87
Will Diamond,20,1,0,1,0,0,0,0,24,13,1,4,7,-4,66
Ethan Barwick,6,0,0,0,0,0,0,0,0,0,0,0,0,0,27
Joe Schiller,10,0,3,3,0,0,0,0,20,11,0,0,1,-6,38
Matt Argentina,16,2,2,4,1,0,0,0,37,23,0,0,9,-2,52
Julian Molinaro,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Matt Koethe,32,5,8,13,1,1,0,0,117,82,7,25,19,-8,89
Luke LaMaster,27,0,6,6,0,0,0,0,48,25,0,0,15,9,75
Matt Rickard,25,4,2,6,0,0,0,1,63,34,0,0,17,-6,71
Matt Hubbarde,30,13,10,23,1,1,0,1,108,60,9,22,24,5,85
Kyle Gaffney,32,6,14,20,3,0,0,1,101,61,252,500,24,-6,89
Lassi Lehti,13,0,0,0,0,0,0,0,0,0,0,0,0,0,34
Chase Dafoe,32,11,6,17,5,1,1,0,90,64,259,482,13,-2,89
Braden Birnie,32,4,3,7,1,0,0,0,91,43,9,27,20,-8,89
Cade Ahrenholz,23,3,1,4,0,2,0,0,37,19,2,8,4,-3,56
Luke  Johnson,15,2,2,4,0,0,0,0,38,18,1,4,11,1,41
Broten Sabo,32,8,13,21,2,4,0,0,126,55,0,0,32,-4,89
William Lawson-Body,31,2,3,5,1,0,0,0,72,47,175,360,8,5,88
Adam Cardona,31,0,5,5,0,0,0,0,74,40,0,0,23,-3,83
Carson Reed,30,1,1,2,0,1,0,0,68,33,0,0,14,-8,81
Haden Kruse,15,3,3,6,0,0,0,0,52,31,2,3,7,3,45
Fyodor Nikolayenya,27,1,2,3,0,0,0,0,39,27,1,5,3,3,76
Brendan Ross,31,3,11,14,0,0,0,0,91,52,23,51,17,-11,85
Caelum Dick,25,1,7,8,0,1,0,0,52,26,0,0,20,4,76
Peyton Platter,32,2,11,13,0,0,1,1,93,61,91,235,15,-6,89
Nathan Rickey,24,1,3,4,0,1,0,0,63,30,0,0,23,1,70
Anton Rubtsov,13,3,1,4,0,0,0,0,47,27,1,2,12,0,40
Brayden Nicholetts,16,0,0,0,0,0,0,0,20,11,2,7,4,-1,46
Nicholas Grabko,20,0,0,0,0,0,0,0,0,0,0,0,0,0,62
Will Hilfiker,11,0,0,0,0,0,0,0,13,1,0,0,9,5,28
Noah Barlage,14,0,2,2,0,0,0,0,12,3,0,0,5,6,33
Dean Spak,3,0,0,0,0,0,0,0,1,1,2,5,0,-1,7
Cole Plowman,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Trenton Penner,10,0,1,1,0,0,0,0,10,5,19,40,3,-2,32
Matteo Pecchia,6,0,0,0,0,0,0,0,7,4,1,2,2,-1,14
Ethan Gauer,38,2,9,11,0,0,0,1,43,27,0,3,9,-6,101
Chase Foley,37,3,19,22,1,1,0,0,138,65,0,0,38,13,100
Ray Christy,21,0,0,0,0,0,0,0,17,4,8,33,6,-9,63
Matthew Gleason,35,11,11,22,4,2,1,1,108,64,189,378,18,10,93
Jake Sibell,20,0,0,0,0,0,0,0,1,0,0,0,0,0,52
Liam Malmquist,38,20,25,45,6,3,4,2,221,132,8,24,42,18,101
Grant Docter,25,2,1,3,0,1,0,0,35,14,1,1,13,-5,62
Ryan O'Neill,38,6,15,21,3,0,0,0,123,58,2,4,25,-9,101
Lucas Wahlin,38,17,24,41,3,4,2,1,217,141,385,810,19,15,101
Jake Braccini,37,9,10,19,2,1,0,0,153,87,138,319,37,3,95
Luc Laylin,38,4,6,10,1,2,1,0,79,45,216,424,12,-5,101
Quinton Pepper,33,1,1,2,0,1,0,0,49,33,51,153,5,-5,86
Aaron Trotter,20,0,1,1,0,0,0,0,0,0,0,0,0,0,56
Caige Sterzer,38,6,8,14,0,0,0,0,69,36,66,136,9,1,101
Cooper Gay,35,19,11,30,7,1,1,2,236,158,21,48,40,6,93
Tobias Abrahamsson,18,0,0,0,0,0,0,0,11,4,0,0,4,0,53
Cole Miller,31,1,2,3,0,0,0,1,54,25,0,0,16,1,82
Mason Poolman,38,4,7,11,0,1,0,0,79,44,0,1,20,-9,101
Chase Cheslock,38,1,13,14,0,0,0,0,116,55,0,0,29,16,101
Ethan Elias,28,0,5,5,0,0,0,0,34,19,0,1,7,-1,70
Casy Laylin,38,4,7,11,0,2,0,0,100,55,2,5,23,-2,101
Carson Peters,22,0,2,2,0,0,0,0,30,11,0,0,10,5,59
Jake Ratzlaff,9,0,0,0,0,0,0,0,6,4,0,0,1,0,22
Ryder Donovan,24,0,2,2,0,0,0,0,42,21,18,54,13,-1,66
J.D. Metz,7,0,1,1,0,0,0,0,8,6,1,4,0,0,15
Nick Mikan,5,0,0,0,0,0,0,0,3,2,0,0,0,-2,17
Alexander Tell,10,1,2,3,0,0,0,0,14,7,28,77,0,-3,25
Connor Marritt,28,2,2,4,0,1,0,0,41,31,7,21,4,-4,92
Jarred White,32,3,5,8,0,0,0,0,68,43,94,227,16,-4,108
Porter Schachle ,21,4,1,5,0,0,1,1,71,37,47,105,13,-4,72
Will Schimek,32,1,2,3,0,0,0,0,65,32,0,0,17,-9,108
Davis Goukler,22,1,2,3,0,0,0,0,38,17,0,0,10,-4,74
Conor Cole,28,4,13,17,3,0,0,0,70,27,168,342,19,-10,94
Maximilion Helgeson,34,8,11,19,1,1,0,0,115,78,97,227,17,-7,117
Dylan Finlay,28,4,6,10,2,1,0,0,67,29,1,1,28,-11,98
Gunnar VanDamme,34,2,4,6,0,1,0,0,65,32,0,0,20,-12,117
Ben Anderson,21,1,2,3,0,0,0,1,24,16,13,36,3,-7,71
Aiden Westin,27,2,3,5,2,0,0,0,45,26,114,219,6,-7,91
Greg Orosz,20,0,0,0,0,0,0,0,0,0,0,0,0,0,74
Karter McNarland,22,2,4,6,0,0,0,0,30,21,2,5,5,-1,75
Ethan Warrener,17,1,1,2,0,0,0,0,26,15,0,0,7,-5,62
Pavol Funtek,17,1,1,2,0,0,0,0,10,5,0,0,3,-2,66
Dylan Contreras,29,8,4,12,0,1,0,3,48,35,129,245,8,-6,103
Nolan Gagnon,20,0,2,2,0,0,0,0,48,20,0,1,17,-1,73
Adam Parsons,21,1,2,3,0,0,0,0,44,30,35,78,8,-5,78
Dimitry Kebreau,31,8,15,23,2,1,0,0,95,62,20,45,13,-5,101
Tyler Krivtsov,18,0,0,0,0,0,0,0,0,0,0,0,0,0,68
Bryant Marks,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Ryan Johnson,33,11,14,25,7,0,0,1,199,107,14,35,44,-13,116
Tanner Edwards,31,3,5,8,0,0,0,0,34,19,93,204,8,-6,108
Brandon Lajoie,11,1,1,2,0,0,0,0,16,11,0,1,4,-1,38
Logan Acheson,25,1,4,5,0,0,0,0,54,26,0,0,22,-2,77
Joey Potter,18,2,3,5,0,0,0,0,67,37,0,0,16,-7,63
JP Steele,17,0,2,2,0,0,0,0,20,11,1,1,5,0,54
Matt Johnson,25,4,5,9,0,0,0,0,57,31,44,115,15,0,87
Alex Gomez,16,0,5,5,0,0,0,0,17,11,44,122,5,5,50
Kristof Papp,29,4,7,11,2,2,0,0,100,56,246,454,23,-1,79
Artyom Borshyov,32,2,2,4,0,0,0,0,75,40,0,0,21,6,86
Alexander Lundman,17,2,1,3,0,1,0,0,35,19,0,3,6,-6,49
Aiden Yakimchuk,32,0,1,1,0,0,0,0,74,28,0,0,29,-5,86
Drew Kuzma,32,2,4,6,0,0,0,0,55,32,199,358,6,-12,86
Mitch Allard,32,1,4,5,0,0,0,1,58,34,117,236,12,1,86
David Gagnon,32,11,17,28,3,1,2,1,150,85,120,282,29,1,86
Jack Anderson,32,1,9,10,1,0,0,0,106,55,0,1,33,-5,86
Joe Prouty,32,1,3,4,0,0,0,0,91,50,0,0,28,-8,86
Owen Bartoszkiewicz,29,0,0,0,0,0,0,0,0,0,0,0,0,0,78
John Evans,28,4,8,12,0,1,0,0,68,40,1,10,17,0,76
Jaeden Mercier,29,8,3,11,3,0,0,0,83,50,4,9,17,-2,77
Ethan Zielke,30,4,3,7,0,0,0,0,71,41,226,467,13,-2,81
Jake Southgate,29,5,7,12,0,0,0,0,100,56,3,11,18,-1,78
Noah Houle,32,4,12,16,0,0,0,0,138,57,1,2,54,7,86
Brady Yakesh,26,0,5,5,0,0,0,0,56,14,0,0,30,-4,71
Ty Hipkin,28,4,3,7,1,1,0,0,79,49,18,41,11,-5,73
Jacob Vockler,19,0,1,1,0,0,0,0,32,21,2,5,7,-5,50
Tyler Loughman,27,4,6,10,0,1,0,0,44,26,2,5,5,6,72
Brody Mortensen,24,3,2,5,0,0,0,0,43,24,1,2,12,-5,65
Coltan Wilkie,6,0,1,1,0,0,0,0,10,5,0,1,1,-1,12
Patrick Schmiedlin,14,5,4,9,1,1,0,0,34,22,5,9,6,6,36
Ryan Forberg,9,0,2,2,0,0,0,0,11,7,5,6,1,-2,21
Shawn Ramsey,18,0,0,0,0,0,0,0,33,13,0,0,13,-10,53
Henry Graham,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Thomas Jarman,7,0,2,2,0,0,0,0,5,2,0,0,3,0,18
Henri Schreifels,32,5,11,16,2,1,1,0,122,65,151,336,31,-5,105
Devlin O'Brien,32,2,3,5,0,1,0,0,80,44,39,73,22,-5,103
Jake Cady,19,0,3,3,0,0,0,0,32,21,0,1,6,-7,70
Kyle Heath,21,2,4,6,0,0,0,0,20,12,25,70,4,-2,62
Teddy Lagerback,18,5,4,9,0,1,0,0,79,52,7,13,7,3,53
Evan Orr,33,8,6,14,4,5,0,0,142,73,1,1,44,-13,106
Dean Schwenninger,16,0,2,2,0,0,0,0,23,16,124,226,2,-5,57
Frank Ireland,33,6,4,10,1,0,0,0,102,61,0,4,18,-12,106
Brady Hunter,26,3,5,8,2,0,0,0,52,26,5,9,15,-10,87
Cameron GaudetteÂ ,32,1,3,4,0,0,0,0,55,22,0,0,20,-4,104
Devon Carlstrom,16,0,0,0,0,0,0,0,28,9,0,0,13,-7,44
Conor Ronayne,8,1,0,1,0,0,0,0,9,6,0,1,3,-1,30
Anthony Galante,30,12,9,21,4,2,0,2,135,74,20,34,30,-6,97
Dominick Campione,30,3,10,13,1,0,0,0,79,34,1,1,26,-11,90
Justin Gibson,31,1,5,6,0,0,0,0,68,37,0,0,20,-9,102
JJ Grainda,28,3,6,9,0,0,0,0,62,41,3,8,6,-1,85
Leo Chambers,32,2,4,6,0,0,0,0,54,37,99,297,10,-3,101
Joel Lehtinen,26,2,4,6,1,0,0,0,44,24,131,275,7,-2,77
Linards Lipskis,7,0,0,0,0,0,0,0,0,0,0,0,0,0,23
Connor Androlewicz,28,0,0,0,0,0,0,0,1,0,0,0,0,0,94
Cam Mannion,18,0,1,1,0,0,0,0,17,11,0,0,5,-3,56
Charlie Banquier,30,1,5,6,0,0,0,1,79,31,0,0,27,-5,95
Hunter Hastings,16,1,1,2,0,0,0,0,21,14,19,48,4,-4,45
Cole Melady,28,1,3,4,0,0,0,0,41,24,13,21,9,-6,92
Zach Aben,29,4,4,8,0,0,1,1,81,53,193,431,10,-17,97
Zach Nicolas,19,2,5,7,0,1,0,0,21,14,64,163,3,-9,67
Ryan Davies,6,0,0,0,0,0,0,0,6,1,0,0,4,-3,19
Justin Barker,2,0,0,0,0,0,0,0,2,1,1,3,0,-2,7
Riley Rosenthal,3,0,0,0,0,0,0,0,5,1,0,0,4,-2,11
Gavin Gulash,33,5,2,7,0,0,1,2,79,51,4,16,17,1,100
Mitch Deelstra,35,12,5,17,9,2,0,0,135,73,49,145,22,-15,114
Cody Monds,33,3,5,8,0,0,0,0,57,33,2,6,10,-7,107
Trevor Ledonne,23,3,2,5,0,0,0,0,44,21,0,0,15,-4,81
Michael Craig,34,5,19,24,1,0,0,1,106,52,0,0,30,-3,110
Gabriel Lunn,29,0,7,7,0,0,0,0,88,45,0,0,24,-5,87
George Krotiris,32,4,6,10,2,0,0,0,95,55,53,114,18,-6,108
Tanner Klimpke,26,10,13,23,2,1,1,0,100,58,10,18,11,12,83
McKay Hayes,33,4,6,10,0,1,0,1,101,60,10,25,21,-5,103
Cameron Garvey,34,7,15,22,3,0,0,0,138,89,327,670,24,12,108
Walter Zacher,35,15,9,24,3,2,0,3,203,109,8,21,46,3,114
Luke van Why,31,2,12,14,1,0,0,0,103,48,0,0,30,-3,100
Croix Kochendorfer,23,0,1,1,0,0,0,0,0,0,0,0,0,0,74
Dominic Elliott,35,6,13,19,2,1,0,0,123,55,0,0,40,-6,114
J.R. Ashmead,33,0,2,2,0,0,0,0,78,31,0,0,26,-6,111
Connor Gourley,23,1,0,1,0,0,0,0,26,13,1,4,6,-7,75
Patrick Johnson,34,3,5,8,0,0,0,1,70,39,208,417,11,-5,110
Braden Rourke,30,2,2,4,0,0,0,0,102,55,1,8,23,-6,100
Trent Wilson,35,5,13,18,0,2,0,1,98,56,315,593,20,-4,114
Michael Felsing,34,7,15,22,2,0,0,0,66,33,32,89,20,-12,110
Tom Gangl,4,0,1,1,0,0,0,0,6,2,0,0,2,1,10
Dawson Smith,5,0,0,0,0,0,0,0,0,0,0,0,0,0,26
Thomas Haynes,13,0,3,3,0,0,0,0,17,7,0,0,5,-1,44
Dylan Meilun,12,0,0,0,0,0,0,0,0,0,0,0,0,0,43
Adam O'Marra,13,0,1,1,0,0,0,0,31,20,54,113,8,-3,45
Eric DeDobbelaer,5,0,0,0,0,0,0,0,0,0,0,1,0,-2,23
Greg Japchen,25,1,6,7,0,1,0,0,90,41,0,0,38,-5,86
Lee Chaing,3,0,0,0,0,0,0,0,2,2,0,0,0,0,9
Josh Nixon,36,14,9,23,5,2,0,0,123,79,1,2,18,8,109
Cullen Ferguson,36,4,12,16,0,0,0,0,154,76,0,0,47,-6,109
Caden Villegas,36,7,22,29,3,1,0,0,117,66,7,12,30,6,109
Josh Phillips,18,0,1,1,0,0,0,0,21,9,0,0,6,-2,57
Ethan Benz,13,1,1,2,0,1,0,0,28,17,0,0,5,-2,37
Nate Hanley,35,10,18,28,0,1,0,1,139,79,205,434,30,-3,105
John Prokop,36,8,19,27,3,2,0,0,191,87,0,0,54,12,109
Nick Young,36,2,8,10,0,0,0,0,105,53,0,0,32,12,109
Brandon Buhr,36,19,9,28,4,5,0,4,141,94,3,12,23,1,109
Parker Lindauer,34,3,11,14,0,1,1,0,92,54,167,315,12,-3,105
Kyle Chauvette,35,0,0,0,0,0,0,0,0,0,0,0,0,0,104
Colby MacArthur,36,7,22,29,5,0,0,0,81,50,198,399,11,11,109
DJ Hart,32,3,5,8,0,0,0,0,101,45,0,0,36,1,93
Joseph Messina,25,1,3,4,0,0,0,0,39,16,0,0,12,1,76
David CÃ´tÃ©,10,0,0,0,0,0,0,0,6,3,0,0,3,-1,28
Lucas Buzziol,29,5,8,13,0,1,0,0,65,41,169,357,12,-3,91
Ben Muthersbaugh,36,13,15,28,5,2,0,0,206,118,3,5,45,-3,109
Drew Sutton,35,3,3,6,2,1,0,0,46,24,171,298,9,-10,104
Riley Brueck,33,3,7,10,0,0,0,0,48,31,1,2,8,-1,102
Connor Smith,22,1,0,1,0,0,0,0,27,13,0,0,7,-5,67
Cal Mell,24,0,1,1,0,0,0,0,16,5,0,0,7,-2,74
Brendan Miles,29,0,7,7,0,0,0,0,56,26,0,0,13,0,90
Jacob Jeannette,29,2,3,5,0,1,0,1,50,31,128,255,9,-3,90
Carter Korpi,18,6,2,8,0,1,2,2,49,29,0,2,10,7,52
Joe Sharib,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Lucas Massie,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Thomas Richter,7,0,1,1,0,0,0,0,2,1,0,0,0,0,21
Lukas Sillinger,35,8,30,38,1,0,0,0,94,55,1,6,19,8,96
Artem Shlaine,31,17,21,38,3,2,2,1,109,79,356,652,14,10,85
Noah Beck,37,5,28,33,4,0,0,0,152,66,0,0,47,12,103
Ty Jackson,35,8,16,24,3,2,0,0,91,54,167,380,14,2,98
Luke Pavicich,23,0,0,0,0,0,0,0,0,0,0,0,0,0,67
Ty Murchison,37,0,4,4,0,0,0,0,86,40,0,1,30,6,103
Ethan Szmagaj,28,1,4,5,0,1,1,0,29,18,0,0,4,0,84
Ryan Kirwan,37,26,13,39,8,5,0,2,267,178,1,3,39,6,103
Tucker Ness,20,0,2,2,0,0,0,0,23,11,0,0,6,1,57
Ryan Alexander,31,3,5,8,0,0,0,0,64,43,29,50,14,11,89
Cruz Lucius,19,2,8,10,1,0,0,0,70,38,0,0,13,-7,59
Bennett Schimek,35,15,22,37,3,2,3,1,138,94,4,14,24,5,96
Kyle Smolen,35,12,18,30,5,1,1,1,102,67,113,265,14,12,94
Cole Gordon,34,3,2,5,0,0,0,0,30,25,126,222,1,-4,99
Tony Achille,15,0,0,0,0,0,0,0,12,6,0,1,2,-4,49
Anthony  Dowd,37,2,11,13,1,1,0,0,78,39,0,1,30,13,103
Joel Kjellberg,33,0,10,10,0,0,0,0,58,26,0,0,21,6,96
Cullen Potter,35,13,9,22,2,1,0,0,221,118,218,491,47,-1,97
Sam Court,36,3,8,11,1,1,0,1,113,66,0,0,29,1,99
Brasen Boser,37,2,5,7,0,1,0,0,107,59,0,0,25,5,103
Charlie Schoen,17,4,5,9,0,0,0,0,53,34,0,2,12,10,48
David Hymovitch,21,2,3,5,0,1,0,0,23,15,0,0,3,1,60
Gibson Homer,16,0,0,0,0,0,0,0,1,0,0,0,0,0,46
Benji Eckerle,24,3,4,7,0,1,0,1,42,30,22,52,5,0,61
Dylan Jackson,25,7,9,16,0,2,0,0,80,51,1,3,18,2,63
Cole Helm,3,0,1,1,0,0,0,0,2,0,0,2,1,1,9
Brady Ziemer,35,0,4,4,0,0,0,0,72,39,0,0,20,-5,75
Luke Mobley,34,13,7,20,5,2,1,1,117,70,376,738,22,6,70
Evan McIntyre,35,1,10,11,0,0,0,0,86,30,0,0,28,7,75
Payton Matsui,34,8,13,21,0,2,0,2,134,76,186,408,26,17,70
Simon Falk,31,5,11,16,0,0,0,0,64,43,1,7,6,13,66
Quinn Rudrud,31,6,3,9,0,1,0,0,86,53,4,8,14,-2,72
Colton Friesen,32,7,10,17,1,0,0,0,77,43,81,189,18,2,63
Owen Baumgartner,21,2,9,11,0,1,0,0,106,46,0,0,36,4,45
Hayden Hennen,34,3,12,15,2,2,0,0,131,62,0,1,32,9,70
Hunter Bischoff,35,10,13,23,1,1,0,1,117,75,7,18,14,3,75
Will Howard,18,1,2,3,0,0,0,0,40,26,3,8,7,-4,38
Will Svenddal,33,1,7,8,0,0,0,0,38,16,0,0,16,2,71
Josh Kotai,31,0,1,1,0,0,0,0,0,0,0,0,0,0,61
Brett Meerman,35,7,16,23,2,0,0,1,128,93,1,3,14,0,75
Jeff Hutchinson,22,0,0,0,0,0,0,0,37,15,0,0,15,5,51
Easton Young,33,3,10,13,0,1,0,1,85,30,0,0,26,7,72
Joey DelGreco,35,7,8,15,4,2,1,0,97,56,119,290,18,3,75
Tyler Hennen,28,6,7,13,1,1,0,0,71,40,1,5,8,11,61
Garett Drotts,20,1,6,7,0,1,0,0,20,15,1,3,0,3,43
Nace Langus,29,6,10,16,2,3,0,0,69,44,45,95,8,8,65
Uula Ruikka,24,2,6,8,0,0,0,0,116,53,0,0,37,5,48
Callum Gau,23,1,1,2,0,1,0,0,37,23,89,188,5,-6,48
Christian Manz,5,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Owen  Bohn,23,6,6,12,0,0,0,1,65,37,3,8,11,1,48
Ben Troumbly,11,1,1,2,0,0,0,0,15,10,1,6,1,-3,29
Carter Theissen,6,0,0,0,0,0,0,0,6,3,0,0,2,-3,17
Timmy Delay,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Max Lacroix,4,0,0,0,0,0,0,0,0,0,0,0,0,0,21
Jack Gorton,3,0,0,0,0,0,0,0,0,0,0,1,0,-1,11
Parker Murray,3,0,0,0,0,0,0,0,2,1,0,0,0,0,8
Remington Keopple,5,0,1,1,0,0,0,0,0,0,0,0,0,0,16
Marian Mosko,2,0,0,0,0,0,0,0,1,1,0,0,0,-1,5
Austin Salani,1,0,0,0,0,0,0,0,0,0,1,2,0,-1,1
Jordan Hughesman,2,0,0,0,0,0,0,0,0,0,2,3,0,-1,6
Zach Hahn,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason Marsella,2,0,0,0,0,0,0,0,3,2,0,0,1,-2,6
James Norton,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Hunter McCurdy,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
Malachi Klassen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Anton Castro,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Alec Whipple,6,0,0,0,0,0,0,0,1,0,0,0,1,0,7
Brian Silver,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Ocean Wallace,2,0,0,0,0,0,0,0,2,0,0,0,1,0,12
Zach Bade,2,0,0,0,0,0,0,0,1,1,0,0,0,0,4
Daniel Duris,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Aaron Grounds,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Xan Gurney,2,0,0,0,0,0,0,0,4,2,0,0,0,1,4
Grant Riley,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Tyler Bute,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Nick O'Hanisain,3,0,0,0,0,0,0,0,1,1,0,0,0,0,12
Trent Wiemken,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,4
Martin LundbergÂ ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,23
Oliver Bezick,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Bryce Monrean,4,0,0,0,0,0,0,0,5,2,12,30,1,0,11
Tyler Waram,1,0,0,0,0,0,0,0,2,1,0,0,1,0,4
Jase Sofo,2,0,0,0,0,0,0,0,1,1,0,0,0,-1,5
Adam Raesler,7,0,0,0,0,0,0,0,10,4,2,3,2,-2,19
Alexandros Aslanidis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Jake LaRusso,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,5
